student id,Gender,scores submitted,SAT Reading Writing Range,SAT Math Range,ACT Composite Range,High School Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Transfer Student,Full-Time
398-31-5880,Female,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
015-26-3148,Female,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
616-47-3477,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
753-78-2121,Female,SAT,500-599,400-499,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,No
276-16-6990,Female,SAT,500-599,500-599,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
510-33-1242,Male,SAT,500-599,400-499,,,3.00-3.24,No,College Owned/Operated,No,No,No
196-88-3351,Female,SAT,500-599,400-499,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
620-31-2168,Male,ACT,,,24-29,,3.00-3.24,No,College Owned/Operated,No,No,No
197-01-6352,Female,SAT,600-699,400-499,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
014-64-8367,Male,ACT,,,24-29,Bottom Half,3.50-3.74,No,Off-Campus,No,No,Yes
110-46-0030,Male,ACT,,,18-23,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
232-05-8074,Female,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
885-93-8736,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
084-22-1490,Male,SAT,500-599,500-599,,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
060-31-1462,Female,SAT,600-699,500-599,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
046-79-0930,Female,ACT,,,24-29,Bottom Quarter,1.0-1.99,No,College Owned/Operated,No,No,No
399-99-8309,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
346-89-7437,Male,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
060-84-0086,Male,ACT,,,24-29,Top Quarter,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
176-74-5502,Female,ACT,,,24-29,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
942-00-3731,Female,ACT,,,30-36,Top Quarter,2.50-2.99,No,College Owned/Operated,No,No,Yes
072-65-5523,Male,ACT,,,24-29,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,No
124-84-5847,Male,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,Yes
523-06-6701,Male,SAT,500-599,500-599,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
924-33-3944,Male,ACT,,,18-23,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
131-02-5417,Male,ACT,,,30-36,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,No
119-10-2902,Female,SAT,600-699,500-599,,Top 10,2.50-2.99,No,College Owned/Operated,No,No,Yes
237-66-8796,Male,ACT,,,12-17,,3.75+,No,College Owned/Operated,No,No,Yes
477-48-9455,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
391-43-5460,Female,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,No
420-76-0797,Female,ACT,,,12-17,Top 10,3.50-3.74,No,Off-Campus,No,No,Yes
591-39-1859,Male,SAT,700-800,600-699,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
745-70-3010,Female,SAT,400-499,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
958-67-3989,Male,ACT,,,18-23,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
976-17-1651,Male,SAT,400-499,600-699,,,3.25-3.49,No,College Owned/Operated,No,No,No
291-04-4755,Female,ACT,,,24-29,,3.75+,No,College Owned/Operated,No,No,Yes
678-41-5720,Male,ACT,,,18-23,Top Half,2.0-2.49,No,Off-Campus,No,No,No
172-61-1566,Male,SAT,400-499,500-599,,,3.25-3.49,No,Off-Campus,No,No,No
405-73-1425,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
834-57-3228,Female,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,No
904-10-6103,Male,ACT,,,18-23,Bottom Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
101-37-0713,Male,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
011-42-6639,Male,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
642-04-9617,Female,SAT,400-499,400-499,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
358-20-3026,Male,ACT,,,12-17,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
852-32-1007,Male,SAT,500-599,500-599,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
725-41-6322,Male,SAT,500-599,600-699,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
353-10-3675,Male,SAT,500-599,600-699,,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
233-08-2976,Female,ACT,,,12-17,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
316-48-7535,Male,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,Yes
073-08-2821,Male,SAT,600-699,400-499,,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
365-85-8765,Female,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
141-45-8414,Male,SAT,500-599,500-599,,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
446-23-2969,Female,SAT,500-599,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,No
789-42-5113,Female,ACT,,,18-23,Bottom Half,1.0-1.99,No,Off-Campus,No,No,Yes
626-89-1442,Female,SAT,700-800,500-599,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
796-61-2757,Male,ACT,,,18-23,Bottom Half,2.0-2.49,No,Off-Campus,No,No,Yes
594-18-0116,Female,SAT,500-599,500-599,,,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
653-00-0593,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
405-22-6586,Female,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
600-75-0244,Female,ACT,,,24-29,Top Quarter,3.75+,No,College Owned/Operated,No,No,No
098-57-5285,Female,SAT,500-599,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
623-34-9585,Male,SAT,500-599,400-499,,Top Quarter,3.25-3.49,No,Off-Campus,No,No,Yes
820-78-7967,Male,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
438-99-8747,Female,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
180-11-8955,Male,SAT,500-599,500-599,,Top Half,3.75+,Yes,College Owned/Operated,No,No,No
527-83-4366,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
022-57-6819,Female,ACT,,,24-29,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
946-86-7566,Male,SAT,400-499,500-599,,Top Half,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
966-55-3663,Female,SAT,500-599,400-499,,,3.75+,No,Off-Campus,No,No,Yes
238-20-7033,Female,SAT,500-599,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,No
186-60-2804,Male,ACT,,,24-29,,2.50-2.99,No,Off-Campus,Yes,No,No
927-32-0324,Female,ACT,,,24-29,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
616-40-0011,Female,ACT,,,12-17,,2.50-2.99,No,College Owned/Operated,No,No,Yes
341-37-9959,Female,SAT,600-699,600-699,,Bottom Half,2.0-2.49,No,Off-Campus,No,No,No
345-22-3599,Male,SAT,600-699,600-699,,Top 10,3.50-3.74,No,College Owned/Operated,No,No,Yes
086-92-7625,Female,SAT,500-599,300-399,,,3.25-3.49,Yes,College Owned/Operated,No,Yes,Yes
467-96-8542,Female,ACT,,,24-29,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
282-63-7333,Male,ACT,,,24-29,Bottom Half,3.50-3.74,Yes,College Owned/Operated,No,No,Yes
721-98-1160,Female,ACT,,,18-23,Top 10,2.0-2.49,No,College Owned/Operated,No,No,Yes
237-09-9502,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
707-08-2362,Female,SAT,500-599,600-699,,,3.75+,No,College Owned/Operated,No,No,Yes
412-26-3124,Male,ACT,,,30-36,,3.50-3.74,No,College Owned/Operated,No,No,Yes
036-41-0431,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
512-20-0355,Male,SAT,500-599,500-599,,Bottom Quarter,3.75+,Yes,College Owned/Operated,Yes,No,No
993-56-2793,Male,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
620-73-7478,Male,SAT,600-699,400-499,,,3.75+,No,College Owned/Operated,No,No,No
640-09-2473,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,Yes,No,Yes
906-66-0716,Male,SAT,400-499,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
474-38-9392,Female,SAT,500-599,500-599,,Bottom Quarter,3.00-3.24,No,College Owned/Operated,No,Yes,Yes
744-98-9142,Female,SAT,500-599,500-599,,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
659-01-5232,Female,SAT,400-499,500-599,,Top 10,1.0-1.99,No,College Owned/Operated,No,No,No
261-28-8811,Female,SAT,500-599,600-699,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,No
646-65-7839,Male,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
791-61-9199,Male,ACT,,,12-17,Top Half,2.50-2.99,No,College Owned/Operated,No,No,No
635-01-9188,Female,SAT,500-599,500-599,,Bottom Half,3.75+,No,College Owned/Operated,No,Yes,Yes
048-23-5987,Male,SAT,500-599,500-599,,,3.75+,No,Off-Campus,No,No,Yes
660-09-5122,Male,ACT,,,24-29,Top Half,3.00-3.24,Yes,Off-Campus,No,No,Yes
755-24-3991,Male,ACT,,,18-23,Bottom Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
283-42-1274,Male,ACT,,,18-23,Bottom Half,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
321-42-8861,Male,SAT,400-499,400-499,,,2.0-2.49,No,Off-Campus,No,No,Yes
555-45-5476,Female,ACT,,,24-29,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
456-98-0034,Female,SAT,400-499,500-599,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
652-55-6182,Male,ACT,,,18-23,Top Half,3.25-3.49,Yes,Off-Campus,No,No,Yes
640-64-0401,Female,ACT,,,24-29,Top Quarter,1.0-1.99,No,Off-Campus,No,No,Yes
006-60-9898,Female,SAT,400-499,400-499,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
766-41-7601,Male,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,Yes,No,Yes
756-43-1074,Female,ACT,,,18-23,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
954-57-7032,Male,ACT,,,30-36,,2.50-2.99,No,College Owned/Operated,No,No,Yes
916-63-3028,Female,ACT,,,24-29,,3.50-3.74,No,Off-Campus,No,No,Yes
372-81-8820,Female,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,No
745-53-9376,Female,SAT,500-599,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
632-48-7058,Female,ACT,,,30-36,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
119-62-6819,Male,ACT,,,12-17,Top Quarter,3.75+,No,Off-Campus,No,No,No
701-03-3462,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,No
312-12-0162,Female,ACT,,,12-17,,3.25-3.49,No,Off-Campus,No,No,Yes
731-99-1903,Male,SAT,500-599,500-599,,,3.00-3.24,No,Off-Campus,No,No,Yes
175-63-9776,Female,ACT,,,30-36,,3.75+,Yes,College Owned/Operated,No,No,Yes
429-04-9432,Female,SAT,500-599,600-699,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
626-77-3684,Male,ACT,,,24-29,,3.00-3.24,No,College Owned/Operated,No,No,No
419-60-5062,Female,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
587-76-4605,Female,SAT,600-699,500-599,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,No
209-68-5466,Female,SAT,500-599,700-800,,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
727-69-1827,Male,SAT,500-599,500-599,,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
600-50-9510,Female,ACT,,,18-23,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
983-05-2841,Male,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
981-01-3921,Male,ACT,,,12-17,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
356-10-2503,Female,SAT,400-499,500-599,,Bottom Half,1.0-1.99,No,Off-Campus,No,No,Yes
906-11-2380,Female,SAT,500-599,600-699,,,3.25-3.49,No,Off-Campus,No,No,Yes
856-19-6838,Female,SAT,500-599,500-599,,Top Half,3.75+,Yes,College Owned/Operated,No,No,Yes
185-54-4071,Male,ACT,,,18-23,Top 10,1.0-1.99,No,Off-Campus,No,No,No
460-44-1358,Male,ACT,,,30-36,,3.25-3.49,No,College Owned/Operated,No,No,Yes
051-18-3900,Trans,SAT,400-499,600-699,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
303-52-9169,Female,SAT,500-599,400-499,,Top Half,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
118-06-7376,Female,ACT,,,18-23,,1.0-1.99,Yes,College Owned/Operated,No,No,No
095-91-1649,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
028-77-0940,Female,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
481-05-0968,Female,ACT,,,12-17,,3.75+,No,College Owned/Operated,No,No,Yes
199-78-3280,Male,ACT,,,18-23,Bottom Quarter,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
717-18-1452,Female,ACT,,,12-17,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
211-59-0817,Female,ACT,,,18-23,Top Quarter,2.0-2.49,No,Off-Campus,No,No,No
298-11-5458,Male,ACT,,,18-23,Bottom Quarter,3.75+,No,Off-Campus,Yes,No,Yes
462-19-4637,Male,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
224-50-6064,Female,SAT,500-599,500-599,,,2.50-2.99,No,Off-Campus,No,No,Yes
038-64-2220,Male,SAT,500-599,400-499,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
338-97-1634,Male,ACT,,,30-36,Bottom Half,2.0-2.49,No,Off-Campus,No,No,Yes
842-81-9301,Female,SAT,500-599,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
196-86-4432,Female,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
708-94-1053,Female,ACT,,,30-36,,2.0-2.49,No,College Owned/Operated,No,Yes,Yes
371-86-5384,Male,SAT,400-499,500-599,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,No
184-85-4984,Male,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
306-31-1814,Male,ACT,,,24-29,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
077-51-8009,Male,ACT,,,30-36,,3.75+,No,College Owned/Operated,No,No,Yes
829-99-6030,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
152-69-9831,Female,SAT,600-699,600-699,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
060-71-5329,Male,SAT,600-699,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
011-50-6777,Female,ACT,,,12-17,Bottom Half,2.0-2.49,No,College Owned/Operated,No,Yes,Yes
246-35-4537,Male,ACT,,,24-29,Top Quarter,3.00-3.24,Yes,Off-Campus,No,No,Yes
862-36-8700,Trans,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,Yes
504-52-2890,Female,SAT,600-699,600-699,,,3.75+,No,College Owned/Operated,No,No,Yes
609-01-0171,Male,ACT,,,18-23,Bottom Half,2.0-2.49,No,Off-Campus,No,No,Yes
670-65-6680,Male,SAT,500-599,400-499,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
691-39-9446,Male,SAT,500-599,500-599,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
829-57-3893,Female,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,No
409-31-1813,Female,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,No
285-61-8946,Male,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
453-46-0986,Male,SAT,400-499,400-499,,Bottom Half,3.75+,No,College Owned/Operated,Yes,No,Yes
534-91-5837,Male,ACT,,,12-17,Top Half,2.50-2.99,No,College Owned/Operated,No,Yes,Yes
653-75-3282,Female,SAT,500-599,600-699,,,2.0-2.49,No,College Owned/Operated,No,No,No
186-39-1560,Male,ACT,,,24-29,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
250-39-4513,Male,ACT,,,30-36,Top Half,3.50-3.74,No,College Owned/Operated,No,No,No
375-52-5937,Female,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
485-15-1278,Female,SAT,400-499,400-499,,,3.00-3.24,No,Off-Campus,No,No,Yes
682-44-2652,Female,ACT,,,12-17,Top Half,3.75+,Yes,College Owned/Operated,No,No,Yes
717-87-2128,Male,SAT,400-499,500-599,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
141-14-9354,Female,SAT,600-699,300-399,,,3.75+,Yes,College Owned/Operated,No,No,Yes
020-49-9256,Female,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,Yes
936-35-8888,Male,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
477-09-8888,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
983-67-2637,Male,ACT,,,18-23,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,No
204-09-9902,Male,SAT,500-599,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
720-36-0966,Male,ACT,,,24-29,Top Half,3.00-3.24,No,Off-Campus,Yes,No,No
235-41-3390,Female,SAT,400-499,500-599,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
997-71-3704,Male,ACT,,,18-23,Top Half,3.50-3.74,No,Off-Campus,No,No,Yes
532-36-7884,Male,ACT,,,24-29,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
570-71-3820,Male,SAT,600-699,400-499,,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
552-83-2189,Female,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
506-42-1622,Female,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
032-54-0677,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
466-59-2700,Male,SAT,500-599,500-599,,Top 10,3.75+,No,Off-Campus,No,No,No
117-71-2207,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,No
472-39-9502,Male,SAT,400-499,500-599,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
412-06-9417,Female,SAT,400-499,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
063-69-7990,Female,SAT,400-499,500-599,,,3.00-3.24,No,College Owned/Operated,No,Yes,Yes
669-32-1257,Male,ACT,,,18-23,,2.0-2.49,No,Off-Campus,No,No,No
060-98-1545,Female,ACT,,,18-23,,3.00-3.24,Yes,College Owned/Operated,No,No,No
177-59-7677,Male,SAT,500-599,400-499,,,3.50-3.74,Yes,College Owned/Operated,No,No,Yes
648-89-1382,Male,ACT,,,24-29,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
459-79-4847,Female,SAT,400-499,500-599,,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
645-23-0580,Female,SAT,400-499,400-499,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
975-66-3062,Female,SAT,500-599,500-599,,Top Half,2.50-2.99,No,Off-Campus,No,No,Yes
867-52-9167,Male,ACT,,,12-17,,2.50-2.99,No,College Owned/Operated,No,No,Yes
026-75-4527,Female,ACT,,,24-29,Bottom Quarter,2.0-2.49,No,Off-Campus,No,No,Yes
272-37-8518,Male,SAT,500-599,500-599,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
758-86-1060,Female,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,No
290-18-8428,Male,SAT,400-499,400-499,,,3.75+,No,College Owned/Operated,No,No,Yes
686-24-2074,Female,ACT,,,30-36,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
776-81-3228,Male,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,No
582-47-4704,Male,ACT,,,18-23,Top Half,3.00-3.24,No,College Owned/Operated,No,Yes,Yes
495-06-0861,Female,SAT,500-599,400-499,,Top Half,3.25-3.49,No,Off-Campus,No,No,Yes
794-98-4359,Male,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
712-26-1170,Female,SAT,500-599,600-699,,,3.25-3.49,No,College Owned/Operated,No,No,No
519-45-7174,Female,SAT,500-599,400-499,,Top Half,3.50-3.74,No,Off-Campus,No,No,Yes
593-65-3459,Female,ACT,,,18-23,Top Half,3.75+,No,College Owned/Operated,No,No,No
748-09-9039,Female,SAT,600-699,400-499,,Top Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
262-39-1581,Female,SAT,500-599,500-599,,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
000-13-4435,Male,SAT,400-499,400-499,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,No
811-30-2254,Male,SAT,500-599,400-499,,Bottom Half,3.75+,No,College Owned/Operated,Yes,No,No
494-48-9250,Female,SAT,500-599,400-499,,,3.75+,No,College Owned/Operated,No,No,No
604-21-1259,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
804-10-4711,Female,SAT,500-599,500-599,,Top Quarter,3.75+,Yes,College Owned/Operated,No,No,Yes
958-08-3446,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,No
311-82-4525,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
605-13-0522,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
882-23-5492,Female,ACT,,,18-23,Top Quarter,2.50-2.99,No,College Owned/Operated,No,No,Yes
831-27-0725,Male,SAT,400-499,500-599,,,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
762-58-1085,Female,ACT,,,18-23,Top Half,2.0-2.49,No,Off-Campus,No,No,Yes
844-88-6612,Female,ACT,,,24-29,Top Half,3.00-3.24,No,College Owned/Operated,No,No,No
039-97-5668,Male,SAT,600-699,400-499,,,3.75+,Yes,College Owned/Operated,No,No,Yes
107-32-6605,Male,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
776-53-6914,Male,ACT,,,18-23,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
794-15-4851,Male,ACT,,,24-29,Top Half,3.75+,No,College Owned/Operated,No,No,No
352-85-2662,Female,SAT,500-599,400-499,,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,No,No
171-19-8511,Male,SAT,400-499,300-399,,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
702-93-3887,Male,ACT,,,12-17,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
206-49-3324,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
175-93-7703,Male,ACT,,,30-36,,3.50-3.74,No,College Owned/Operated,No,No,Yes
143-68-9678,Female,SAT,500-599,400-499,,Bottom Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
150-77-9883,Female,SAT,400-499,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
018-58-8940,Male,ACT,,,30-36,,3.75+,No,College Owned/Operated,No,Yes,Yes
230-37-1511,Male,SAT,500-599,400-499,,Top Half,2.50-2.99,No,Off-Campus,No,No,Yes
655-77-4953,Male,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
680-34-7434,Female,SAT,600-699,400-499,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
113-01-8409,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,Yes,No,Yes
546-43-5128,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
731-18-5018,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,No
133-12-9610,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
258-05-5059,Female,SAT,500-599,500-599,,Bottom Half,3.75+,No,College Owned/Operated,No,No,No
273-80-7280,Male,SAT,400-499,500-599,,Top 10,3.25-3.49,No,College Owned/Operated,No,No,Yes
818-67-5080,Female,SAT,500-599,500-599,,,3.50-3.74,No,Off-Campus,No,No,Yes
791-89-8163,Female,ACT,,,12-17,,3.25-3.49,No,College Owned/Operated,No,No,No
735-04-5230,Male,ACT,,,18-23,Top Half,3.25-3.49,No,Off-Campus,No,No,Yes
799-24-8212,Female,ACT,,,12-17,Top Half,3.50-3.74,No,College Owned/Operated,Yes,No,Yes
147-29-5950,Female,SAT,600-699,500-599,,Top Quarter,3.25-3.49,No,Off-Campus,No,No,Yes
638-53-2811,Female,SAT,500-599,600-699,,,3.75+,No,College Owned/Operated,No,No,Yes
351-97-5383,Female,SAT,400-499,500-599,,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
149-63-2043,Female,SAT,500-599,600-699,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
834-93-1929,Female,SAT,500-599,600-699,,,1.0-1.99,Yes,Off-Campus,No,No,Yes
637-81-6301,Male,SAT,400-499,500-599,,Bottom Quarter,3.75+,No,College Owned/Operated,No,No,Yes
728-30-8900,Male,ACT,,,12-17,,1.0-1.99,No,Off-Campus,No,No,Yes
955-39-1103,Male,ACT,,,30-36,,2.0-2.49,No,College Owned/Operated,No,Yes,Yes
433-25-6383,Male,SAT,600-699,500-599,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
763-02-3503,Male,ACT,,,12-17,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
523-16-6465,Male,ACT,,,12-17,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
964-74-3976,Male,SAT,600-699,500-599,,,3.50-3.74,Yes,College Owned/Operated,No,No,No
411-15-4582,Male,SAT,600-699,400-499,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
505-03-0777,Male,ACT,,,24-29,,1.0-1.99,No,Off-Campus,No,No,Yes
100-92-1038,Female,ACT,,,18-23,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
463-30-6129,Female,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,No
626-20-1978,Male,SAT,500-599,500-599,,,2.50-2.99,Yes,Off-Campus,No,No,No
