ticket_number,requestor_fname,requestor_lname,owner_group,issue_category,ticket_type,severity,days_open,statisfaction_score,ticket status,created_date
820-309456-9553-4-Z,Georgina,Dodell,Networking,Access/Login,Request,0 - Unassigned,5,0 - Unknown,Waiting for Requestor Feedback,6/24/2020
082-149147-3838-1-C,Haskel,Shacklady,Hardware,Systems,Request,0 - Unassigned,35,2 - Satisfied,Open,10/29/2020
775-918981-0896-7-S,Erhard,Burt,Security and Governance,Access/Login,Issue,3 - High,10,2 - Satisfied,Resolved,9/3/2020
813-296918-6792-4-T,Moise,Toulmin,Networking,Systems,Issue,2 - Medium,15,2 - Satisfied,Open,8/8/2020
494-833706-3483-8-N,Oralie,MacHarg,Networking,Hardware,Request,1 - Low,21,2 - Satisfied,Resolved,7/13/2020
502-848343-4837-4-N,Maryjane,Angrock,Security and Governance,Access/Login,Issue,2 - Medium,7,0 - Unknown,Open,3/9/2020
927-552415-5818-2-W,Florence,Dodgson,Networking,Systems,Request,2 - Medium,7,0 - Unknown,Waiting for Requestor Feedback,3/21/2020
467-372642-2613-0-S,Mendie,Kovnot,Architecture,Systems,Request,1 - Low,28,2 - Satisfied,Open,4/28/2020
609-354015-7307-4-T,Kip,Clinch,Networking,Systems,Request,0 - Unassigned,30,2 - Satisfied,Open,9/11/2020
408-157116-8161-7-S,Kerwin,Roan,Architecture,Hardware,Issue,1 - Low,18,2 - Satisfied,Open,9/25/2020
299-530485-2571-8-W,Mill,Vitler,Architecture,Hardware,Request,0 - Unassigned,22,3 - Highly Satisfied,Open,5/15/2020
754-800574-4572-7-W,Henri,Dartnell,Software,Access/Login,Request,0 - Unassigned,1,0 - Unknown,Waiting for Requestor Feedback,3/3/2020
054-654320-2800-5-X,Kristien,Worton,Architecture,Systems,Issue,0 - Unassigned,23,0 - Unknown,Open,7/21/2020
316-991364-7508-4-E,Corrie,Lempke,Networking,Systems,Request,0 - Unassigned,35,1 - Unsatisfied,Open,8/6/2020
444-077796-8266-3-V,Tallia,Fysh,Architecture,Systems,Request,0 - Unassigned,14,0 - Unknown,Open,6/8/2020
952-927921-3840-4-Z,Linus,Lamburne,Networking,Systems,Issue,2 - Medium,33,3 - Highly Satisfied,Resolved,5/2/2020
352-220508-6982-1-J,Fidelity,Curtayne,Architecture,Hardware,Issue,2 - Medium,4,2 - Satisfied,Waiting for Requestor Feedback,5/22/2020
951-683873-6518-1-O,Crissie,Archer,Software,Access/Login,Request,1 - Low,17,3 - Highly Satisfied,Open,8/11/2020
640-793057-3452-8-J,Margarethe,Inchley,Security and Governance,Access/Login,Request,2 - Medium,27,2 - Satisfied,Open,10/15/2020
580-660403-7520-3-S,Gwen,Gaunt,Security and Governance,Access/Login,Request,2 - Medium,36,1 - Unsatisfied,Waiting for Requestor Feedback,9/11/2020
481-644163-3046-7-A,Gilligan,Bindin,Security and Governance,Access/Login,Issue,0 - Unassigned,5,3 - Highly Satisfied,Resolved,3/2/2020
386-722841-1042-4-U,Melva,Adhams,Software,Software,Issue,1 - Low,24,2 - Satisfied,Open,3/8/2020
282-771403-3025-6-M,Justen,Dutch,Architecture,Systems,Issue,2 - Medium,11,2 - Satisfied,Open,5/11/2020
039-830138-9219-8-S,Allsun,Fairlaw,Networking,Access/Login,Request,2 - Medium,16,0 - Unknown,Open,5/3/2020
681-841251-0139-7-P,Eugene,Johnston,Security and Governance,Access/Login,Request,2 - Medium,21,0 - Unknown,Waiting for Requestor Feedback,4/7/2020
628-016116-3775-1-Q,Auria,Tomasian,Networking,Access/Login,Issue,0 - Unassigned,34,0 - Unknown,Open,10/1/2020
973-501287-5978-9-S,Quintus,Wellman,Networking,Hardware,Request,2 - Medium,26,1 - Unsatisfied,Open,5/4/2020
335-326000-8103-3-H,Isaak,Sames,Architecture,Systems,Request,1 - Low,26,0 - Unknown,Open,9/16/2020
685-347489-2517-6-H,Buddy,Bensusan,Software,Access/Login,Request,1 - Low,30,0 - Unknown,Waiting for Requestor Feedback,7/28/2020
144-533578-5165-8-Z,Marji,Dimic,Software,Access/Login,Issue,0 - Unassigned,22,3 - Highly Satisfied,Resolved,9/24/2020
726-549582-0132-5-U,Tristan,Belfrage,Security and Governance,Access/Login,Issue,3 - High,13,1 - Unsatisfied,Resolved,3/5/2020
006-152370-7409-3-U,Herbert,Rendall,Hardware,Systems,Request,3 - High,3,2 - Satisfied,Open,4/26/2020
336-588798-2025-5-S,Bellanca,Garvin,Hardware,Hardware,Request,2 - Medium,11,2 - Satisfied,Open,4/28/2020
365-603010-3992-5-C,Eugenia,Vennings,Architecture,Systems,Issue,2 - Medium,2,1 - Unsatisfied,Open,8/24/2020
772-829122-2363-8-E,Daisey,Littlemore,Architecture,Systems,Request,0 - Unassigned,35,2 - Satisfied,Open,3/15/2020
074-471821-8536-2-O,Leonhard,Holby,Software,Software,Request,3 - High,25,2 - Satisfied,Open,5/17/2020
265-401359-0231-4-V,Sofie,Manuello,Security and Governance,Access/Login,Request,1 - Low,25,0 - Unknown,Open,9/18/2020
563-355478-0623-8-O,Nathanael,Ivakhno,Architecture,Systems,Request,1 - Low,12,2 - Satisfied,Open,8/27/2020
737-340752-8309-5-U,Anissa,Trollope,Software,Access/Login,Request,2 - Medium,20,2 - Satisfied,Open,8/31/2020
624-440656-8170-1-M,Hailey,Wordley,Security and Governance,Access/Login,Request,2 - Medium,2,3 - Highly Satisfied,Open,6/8/2020
017-404922-2610-3-S,Rudolfo,Morden,Software,Software,Issue,2 - Medium,8,2 - Satisfied,Open,10/25/2020
041-514533-1705-6-P,Emyle,Gookey,Software,Software,Request,1 - Low,14,1 - Unsatisfied,Open,9/29/2020
509-242059-2249-6-F,Derrik,Elacoate,Software,Software,Request,2 - Medium,25,0 - Unknown,Open,5/8/2020
067-514838-2106-7-D,Damaris,Brettle,Software,Software,Issue,0 - Unassigned,24,0 - Unknown,Waiting for Requestor Feedback,6/7/2020
889-128369-9904-2-W,Shawn,McCosh,Software,Software,Issue,3 - High,31,2 - Satisfied,Open,8/19/2020
965-400609-9323-4-U,Howey,Veryard,Networking,Systems,Request,1 - Low,20,0 - Unknown,Resolved,7/13/2020
640-693371-4794-8-Y,Francisca,Peasnone,Software,Software,Request,2 - Medium,24,2 - Satisfied,Open,7/16/2020
518-580411-9486-0-H,Gratia,Jellett,Security and Governance,Access/Login,Issue,2 - Medium,7,0 - Unknown,Open,4/7/2020
046-280171-1785-1-G,Hanson,Philler,Architecture,Hardware,Request,0 - Unassigned,25,0 - Unknown,Open,4/11/2020
053-403978-6563-5-W,Marietta,Chessil,Networking,Systems,Issue,1 - Low,10,1 - Unsatisfied,Open,8/27/2020
225-211071-7887-9-N,Hope,Tregian,Software,Software,Request,0 - Unassigned,4,0 - Unknown,Open,10/3/2020
430-645822-2890-2-I,Babbette,Dmitrienko,Software,Software,Request,0 - Unassigned,2,3 - Highly Satisfied,Open,3/16/2020
479-468112-1386-4-R,Alena,McGeechan,Networking,Access/Login,Request,3 - High,13,2 - Satisfied,Open,5/9/2020
287-123116-3547-6-J,Roddie,Goadby,Security and Governance,Access/Login,Request,2 - Medium,31,0 - Unknown,Open,7/24/2020
974-334888-3885-6-T,Baldwin,Ansty,Architecture,Hardware,Request,0 - Unassigned,15,0 - Unknown,Resolved,7/19/2020
147-386637-6604-1-A,Georgie,Steinham,Networking,Access/Login,Issue,1 - Low,18,3 - Highly Satisfied,Open,3/10/2020
642-644826-6277-2-L,Tomasine,Nutting,Security and Governance,Access/Login,Issue,1 - Low,15,0 - Unknown,Open,8/13/2020
574-876586-2785-0-P,Gilda,Reskelly,Security and Governance,Access/Login,Request,1 - Low,32,0 - Unknown,Open,7/28/2020
159-652518-4510-3-K,Aurilia,Skill,Security and Governance,Access/Login,Issue,1 - Low,29,3 - Highly Satisfied,Open,3/22/2020
566-352015-4626-8-E,Rudolfo,McIlroy,Security and Governance,Access/Login,Request,0 - Unassigned,7,1 - Unsatisfied,Open,5/17/2020
949-978162-0603-1-N,Clemmie,Costock,Hardware,Systems,Request,0 - Unassigned,34,3 - Highly Satisfied,Open,9/7/2020
256-467455-2469-2-K,Christiano,Densey,Architecture,Systems,Request,1 - Low,19,2 - Satisfied,Open,9/3/2020
164-726226-0570-9-U,Elston,Lorrain,Security and Governance,Access/Login,Request,2 - Medium,11,3 - Highly Satisfied,Resolved,8/7/2020
052-726779-4316-9-Z,Theo,Melsome,Software,Software,Issue,2 - Medium,35,0 - Unknown,Open,9/10/2020
737-924605-0532-1-U,Nollie,Pitchers,Architecture,Systems,Request,0 - Unassigned,9,3 - Highly Satisfied,Open,9/15/2020
655-826713-0517-6-V,Sella,Rushworth,Hardware,Hardware,Request,2 - Medium,30,0 - Unknown,Resolved,8/26/2020
233-644975-9954-9-G,Korey,Roll,Software,Access/Login,Issue,1 - Low,27,2 - Satisfied,Resolved,3/15/2020
224-558367-1671-2-L,Patrice,Keemar,Security and Governance,Access/Login,Issue,0 - Unassigned,3,0 - Unknown,Open,5/1/2020
533-147086-2073-3-A,Kameko,Loveard,Architecture,Systems,Request,0 - Unassigned,1,0 - Unknown,Open,8/28/2020
932-943546-7005-9-T,Bank,Aysik,Hardware,Systems,Issue,1 - Low,29,0 - Unknown,Open,10/11/2020
205-870129-2061-9-N,Friedrick,Elves,Software,Software,Request,2 - Medium,1,0 - Unknown,Open,7/12/2020
236-612411-8808-2-M,Mark,Tresvina,Networking,Access/Login,Request,2 - Medium,30,1 - Unsatisfied,Open,9/1/2020
372-544196-1723-0-P,Kit,Joyce,Hardware,Hardware,Issue,2 - Medium,27,1 - Unsatisfied,Open,10/19/2020
977-444662-2935-1-J,Ardys,Vizor,Security and Governance,Access/Login,Issue,3 - High,2,2 - Satisfied,Open,3/31/2020
420-278460-2695-5-F,Melicent,Wahncke,Networking,Access/Login,Issue,1 - Low,31,2 - Satisfied,Open,5/23/2020
229-765036-0922-2-Z,Lib,Chaudret,Security and Governance,Access/Login,Issue,2 - Medium,12,0 - Unknown,Open,5/22/2020
551-179328-2225-7-L,Tammara,Audus,Architecture,Systems,Issue,0 - Unassigned,15,0 - Unknown,Open,5/21/2020
157-429322-8804-9-T,Nichol,Hawgood,Security and Governance,Access/Login,Request,2 - Medium,15,2 - Satisfied,Open,10/21/2020
634-046360-0790-3-Q,Derrik,Pappin,Security and Governance,Access/Login,Request,2 - Medium,12,3 - Highly Satisfied,Resolved,6/16/2020
537-730505-1199-0-W,Marven,Feldman,Architecture,Hardware,Request,0 - Unassigned,26,1 - Unsatisfied,Waiting for Requestor Feedback,9/13/2020
633-237783-8855-8-A,Elysha,Allnatt,Networking,Access/Login,Issue,0 - Unassigned,8,0 - Unknown,Open,4/16/2020
106-859865-4260-3-L,Nero,Gramer,Architecture,Systems,Issue,1 - Low,10,0 - Unknown,Open,8/2/2020
453-301021-6408-6-A,Roderic,Etheridge,Networking,Access/Login,Request,1 - Low,5,2 - Satisfied,Resolved,7/27/2020
954-811709-2475-9-C,Verney,Letrange,Architecture,Systems,Issue,2 - Medium,22,1 - Unsatisfied,Waiting for Requestor Feedback,6/24/2020
461-749720-3815-8-E,Kinny,Culbard,Security and Governance,Access/Login,Request,1 - Low,6,3 - Highly Satisfied,Waiting for Requestor Feedback,5/9/2020
160-599837-1877-0-V,Hammad,Hynard,Architecture,Hardware,Issue,1 - Low,8,0 - Unknown,Closed - No Action,7/26/2020
482-071564-9596-5-G,Howard,Wallington,Architecture,Systems,Issue,1 - Low,6,3 - Highly Satisfied,Open,6/17/2020
162-748525-6081-3-M,Christophorus,Chishull,Hardware,Hardware,Issue,1 - Low,19,0 - Unknown,Open,4/23/2020
565-168303-5076-3-O,Noak,Emms,Software,Software,Request,1 - Low,19,0 - Unknown,Open,9/11/2020
993-490832-0938-4-T,Nancee,Samper,Architecture,Hardware,Issue,3 - High,8,0 - Unknown,Open,10/21/2020
295-807096-6623-4-Y,Ilise,Faltin,Networking,Systems,Issue,3 - High,27,2 - Satisfied,Open,5/7/2020
034-245552-8105-0-O,Aleksandr,Kingswood,Software,Access/Login,Request,0 - Unassigned,11,3 - Highly Satisfied,Closed - No Action,4/4/2020
597-078706-8476-3-S,Elsinore,Muslim,Networking,Hardware,Request,2 - Medium,22,0 - Unknown,Resolved,8/3/2020
485-768363-3410-7-T,Kaycee,Ivashin,Software,Access/Login,Issue,2 - Medium,18,2 - Satisfied,Open,9/15/2020
320-131303-5520-9-L,Ellen,Klejna,Software,Access/Login,Issue,0 - Unassigned,1,0 - Unknown,Open,9/26/2020
440-432031-0294-2-E,Giselle,Currao,Networking,Access/Login,Request,2 - Medium,31,2 - Satisfied,Open,3/12/2020
650-028004-1907-5-H,Clare,Rupprecht,Architecture,Hardware,Request,3 - High,8,0 - Unknown,Open,4/20/2020
618-630566-3085-4-D,Cris,Curgenuer,Architecture,Hardware,Issue,2 - Medium,22,2 - Satisfied,Resolved,9/11/2020
567-061985-8437-4-V,Calhoun,Rosander,Architecture,Hardware,Request,1 - Low,31,0 - Unknown,Open,6/8/2020
441-616280-1863-7-K,Arliene,Hawksworth,Networking,Hardware,Request,2 - Medium,34,2 - Satisfied,Open,9/5/2020
296-755360-9309-7-I,Sascha,Petrello,Architecture,Hardware,Issue,1 - Low,24,2 - Satisfied,Open,6/29/2020
846-810775-6322-3-G,Edd,Stather,Software,Software,Issue,1 - Low,27,0 - Unknown,Open,10/23/2020
346-558189-5834-3-G,Jerad,Wigin,Software,Software,Request,2 - Medium,9,0 - Unknown,Resolved,6/26/2020
375-652051-0127-4-K,Elsbeth,Kirley,Software,Access/Login,Request,3 - High,9,3 - Highly Satisfied,Open,3/31/2020
865-839310-6449-5-T,Nevins,Titterton,Hardware,Hardware,Issue,3 - High,11,3 - Highly Satisfied,Waiting for Requestor Feedback,3/5/2020
980-598675-7219-0-S,Jarrett,Treppas,Software,Software,Request,1 - Low,34,3 - Highly Satisfied,Open,9/11/2020
857-795494-3927-6-S,Stillmann,Frapwell,Networking,Systems,Request,0 - Unassigned,7,2 - Satisfied,Resolved,3/30/2020
403-358741-7907-8-Y,Elianora,Mulholland,Networking,Hardware,Request,2 - Medium,22,0 - Unknown,Waiting for Requestor Feedback,10/25/2020
485-876262-4210-8-S,Federico,Cocozza,Software,Access/Login,Request,2 - Medium,1,0 - Unknown,Open,3/29/2020
295-096645-5707-8-H,Emelda,Micklewright,Software,Access/Login,Issue,2 - Medium,30,1 - Unsatisfied,Resolved,5/1/2020
531-204251-5990-4-M,Duff,Brazelton,Security and Governance,Access/Login,Request,0 - Unassigned,24,0 - Unknown,Open,7/24/2020
049-817081-4205-5-O,Ralf,Denziloe,Hardware,Systems,Request,2 - Medium,2,0 - Unknown,Open,3/22/2020
041-082715-1214-7-R,Carce,Warn,Security and Governance,Access/Login,Issue,0 - Unassigned,22,3 - Highly Satisfied,Open,9/3/2020
175-576390-3376-0-Q,Mellie,Auton,Software,Software,Request,3 - High,17,0 - Unknown,Waiting for Requestor Feedback,3/5/2020
728-079985-6702-3-F,Lanie,Zavattiero,Hardware,Systems,Issue,1 - Low,9,0 - Unknown,Resolved,4/18/2020
861-124112-6463-2-J,Damita,Fuster,Hardware,Hardware,Issue,0 - Unassigned,19,2 - Satisfied,Waiting for Requestor Feedback,7/3/2020
313-753790-4641-2-R,Kellen,Brigg,Software,Software,Request,2 - Medium,3,2 - Satisfied,Resolved,6/7/2020
956-128106-3246-2-L,Myrvyn,Goodlake,Networking,Access/Login,Issue,1 - Low,17,1 - Unsatisfied,Open,8/29/2020
524-022698-9118-4-H,Reagen,Poltun,Security and Governance,Access/Login,Request,1 - Low,17,2 - Satisfied,Open,10/17/2020
517-608321-2057-1-G,Oralee,Emig,Hardware,Systems,Issue,2 - Medium,23,3 - Highly Satisfied,Open,5/13/2020
272-044566-5174-1-G,Tabitha,Teodori,Security and Governance,Access/Login,Issue,1 - Low,18,3 - Highly Satisfied,Open,6/5/2020
792-679932-3973-3-A,Robinette,Beardsworth,Networking,Hardware,Request,0 - Unassigned,37,2 - Satisfied,Resolved,9/15/2020
864-459254-7384-8-J,Leonhard,McIlmurray,Networking,Access/Login,Issue,2 - Medium,22,0 - Unknown,Open,5/3/2020
255-030215-4904-2-P,Tomi,Le Floch,Hardware,Systems,Issue,1 - Low,29,0 - Unknown,Open,4/11/2020
088-016033-4140-0-F,Josi,Somerfield,Security and Governance,Access/Login,Issue,0 - Unassigned,33,0 - Unknown,Open,10/14/2020
900-268253-6363-4-Z,Baxter,Giacomuzzo,Architecture,Hardware,Request,2 - Medium,23,0 - Unknown,Open,3/5/2020
828-524319-6738-6-G,Zilvia,Housecroft,Security and Governance,Access/Login,Request,1 - Low,36,3 - Highly Satisfied,Open,3/2/2020
465-523774-1136-4-S,Alli,Venediktov,Networking,Hardware,Issue,1 - Low,19,2 - Satisfied,Open,8/13/2020
649-585921-3778-3-A,Blane,Fontenot,Architecture,Systems,Request,2 - Medium,1,1 - Unsatisfied,Resolved,9/7/2020
587-432893-2232-5-M,Lynda,Ferrillo,Architecture,Systems,Issue,3 - High,9,0 - Unknown,Open,7/28/2020
320-114656-4330-3-X,Clare,Averies,Architecture,Systems,Request,3 - High,7,0 - Unknown,Open,4/24/2020
896-473683-7863-4-E,Xaviera,Baudone,Hardware,Systems,Issue,0 - Unassigned,26,0 - Unknown,Waiting for Requestor Feedback,6/24/2020
231-102357-1279-6-S,Ginnifer,Sea,Software,Software,Request,2 - Medium,26,2 - Satisfied,Resolved,7/19/2020
359-189218-4902-8-R,Catrina,Desquesnes,Software,Software,Request,3 - High,31,3 - Highly Satisfied,Open,6/5/2020
588-832278-8356-7-H,Dwight,O' Cuolahan,Security and Governance,Access/Login,Issue,1 - Low,25,0 - Unknown,Open,4/25/2020
184-820074-1194-3-R,Hertha,Cocke,Hardware,Systems,Issue,1 - Low,21,0 - Unknown,Open,6/1/2020
466-232452-0322-0-E,Leighton,Juschka,Software,Access/Login,Issue,0 - Unassigned,30,2 - Satisfied,Waiting for Requestor Feedback,6/7/2020
694-492740-9739-2-H,Archibald,Trice,Hardware,Systems,Issue,1 - Low,18,0 - Unknown,Resolved,5/11/2020
522-860873-6075-8-M,Mycah,Sylett,Architecture,Hardware,Issue,0 - Unassigned,10,1 - Unsatisfied,Closed - No Action,3/29/2020
486-125245-3355-0-L,Benetta,Tommaseo,Networking,Systems,Request,2 - Medium,21,2 - Satisfied,Open,8/10/2020
976-986292-1549-3-L,Shellie,Blaxill,Security and Governance,Access/Login,Issue,0 - Unassigned,21,2 - Satisfied,Open,9/20/2020
832-551176-9882-7-Q,Roby,Amthor,Software,Access/Login,Issue,0 - Unassigned,36,0 - Unknown,Resolved,4/22/2020
124-492164-0521-9-Y,Kathryn,Hriinchenko,Software,Access/Login,Issue,1 - Low,24,3 - Highly Satisfied,Open,6/11/2020
491-303112-4689-2-X,Eddie,Josovich,Networking,Systems,Request,0 - Unassigned,22,2 - Satisfied,Open,3/27/2020
660-924299-2358-2-Y,Gregory,Riden,Architecture,Systems,Issue,0 - Unassigned,1,2 - Satisfied,Open,7/17/2020
207-525532-0958-1-S,Henka,Barthropp,Security and Governance,Access/Login,Request,0 - Unassigned,3,0 - Unknown,Waiting for Requestor Feedback,3/19/2020
456-190799-0845-2-L,Janene,Trebbett,Architecture,Hardware,Request,0 - Unassigned,23,1 - Unsatisfied,Open,8/29/2020
571-594878-8170-0-T,Shoshanna,Lejeune,Security and Governance,Access/Login,Issue,0 - Unassigned,24,2 - Satisfied,Open,5/9/2020
468-530277-0353-9-Z,Benyamin,Reeders,Networking,Access/Login,Request,1 - Low,24,2 - Satisfied,Resolved,9/14/2020
676-588825-8068-5-Y,Tandy,Korneichik,Architecture,Systems,Issue,3 - High,16,0 - Unknown,Resolved,7/22/2020
750-868023-0498-0-N,Gaylene,Lyal,Software,Access/Login,Request,2 - Medium,13,0 - Unknown,Open,7/6/2020
288-382191-9639-9-L,Liv,Heinl,Networking,Systems,Issue,1 - Low,34,2 - Satisfied,Open,9/16/2020
266-075614-8461-9-H,Stephan,Reffe,Networking,Access/Login,Request,1 - Low,36,0 - Unknown,Open,10/30/2020
517-905625-0686-6-A,Tyrus,Krolak,Software,Access/Login,Issue,0 - Unassigned,9,0 - Unknown,Open,8/9/2020
431-891857-0473-5-P,Aldrich,Ingleton,Networking,Systems,Request,0 - Unassigned,19,0 - Unknown,Open,3/7/2020
693-349684-5109-1-W,Lind,Fairlam,Architecture,Hardware,Request,3 - High,37,0 - Unknown,Waiting for Requestor Feedback,9/2/2020
857-135480-3129-8-C,Betteanne,Basek,Software,Access/Login,Request,3 - High,25,3 - Highly Satisfied,Open,4/12/2020
193-206190-4662-0-M,Avis,Chaldecott,Hardware,Hardware,Request,2 - Medium,18,0 - Unknown,Open,10/24/2020
798-116220-6808-3-T,Leupold,Tulloch,Software,Software,Request,1 - Low,22,2 - Satisfied,Open,5/25/2020
712-396409-1003-7-K,Glenine,Beament,Software,Access/Login,Request,1 - Low,30,0 - Unknown,Waiting for Requestor Feedback,10/21/2020
511-239077-9831-3-L,Drusi,Cornbill,Architecture,Hardware,Request,0 - Unassigned,23,1 - Unsatisfied,Waiting for Requestor Feedback,9/7/2020
114-325667-2821-3-R,Doralynne,McGloughlin,Security and Governance,Access/Login,Request,3 - High,36,2 - Satisfied,Open,3/21/2020
634-305709-8707-9-O,Morrie,Petchey,Security and Governance,Access/Login,Issue,3 - High,32,0 - Unknown,Open,7/21/2020
525-648563-9893-6-P,Genny,Jirzik,Architecture,Hardware,Issue,1 - Low,33,0 - Unknown,Open,8/28/2020
338-104651-3295-6-M,Demetra,Pillifant,Hardware,Systems,Issue,1 - Low,5,0 - Unknown,Open,8/2/2020
042-659083-4620-3-G,Tracee,Storkes,Security and Governance,Access/Login,Issue,0 - Unassigned,13,2 - Satisfied,Closed - No Action,4/14/2020
659-446892-7872-8-H,Cozmo,Gorner,Networking,Systems,Issue,0 - Unassigned,20,2 - Satisfied,Waiting for Requestor Feedback,10/3/2020
799-784259-1107-6-L,Janene,Neathway,Security and Governance,Access/Login,Request,1 - Low,36,2 - Satisfied,Open,6/29/2020
403-680878-6077-2-U,Eunice,Andrin,Hardware,Hardware,Issue,0 - Unassigned,31,1 - Unsatisfied,Open,3/6/2020
045-434480-1974-0-O,Romola,Grece,Networking,Systems,Issue,1 - Low,23,1 - Unsatisfied,Resolved,7/22/2020
196-607990-8360-2-I,Eirena,Ianelli,Hardware,Hardware,Issue,0 - Unassigned,18,0 - Unknown,Open,6/24/2020
860-660820-2898-8-E,Jerrylee,Moseley,Architecture,Systems,Request,1 - Low,10,0 - Unknown,Open,4/24/2020
650-876751-8173-4-Z,Jakie,Diviny,Networking,Hardware,Request,1 - Low,10,0 - Unknown,Open,4/2/2020
979-709047-1309-2-I,Alicia,McKeller,Security and Governance,Access/Login,Issue,3 - High,36,0 - Unknown,Open,5/5/2020
705-458613-4742-8-U,Brianna,Absolon,Software,Software,Issue,2 - Medium,33,0 - Unknown,Waiting for Requestor Feedback,8/26/2020
547-231038-9575-8-L,Torry,Lindell,Hardware,Systems,Request,2 - Medium,1,2 - Satisfied,Open,9/30/2020
778-479298-5266-1-E,Kelly,Edgley,Software,Software,Request,3 - High,29,3 - Highly Satisfied,Waiting for Requestor Feedback,4/25/2020
420-925277-7533-9-A,Gianni,Asee,Hardware,Hardware,Issue,2 - Medium,18,0 - Unknown,Open,8/11/2020
088-554564-9724-8-E,Axe,Arnould,Hardware,Systems,Issue,2 - Medium,16,0 - Unknown,Open,10/16/2020
056-514900-1149-5-V,Kearney,Enbury,Architecture,Hardware,Request,1 - Low,36,2 - Satisfied,Resolved,6/4/2020
537-667383-6373-2-A,Lindsey,Coolbear,Hardware,Systems,Request,0 - Unassigned,22,0 - Unknown,Closed - No Action,8/18/2020
032-145272-5813-1-U,Troy,McNuff,Security and Governance,Access/Login,Request,0 - Unassigned,30,0 - Unknown,Closed - No Action,9/18/2020
441-171639-8944-8-O,Edmon,Carrabott,Security and Governance,Access/Login,Issue,2 - Medium,15,0 - Unknown,Resolved,7/16/2020
029-824354-0211-9-S,Jonathan,Regglar,Architecture,Hardware,Issue,2 - Medium,18,0 - Unknown,Open,4/25/2020
057-362118-1500-0-M,Dallis,Aucutt,Architecture,Hardware,Issue,2 - Medium,16,0 - Unknown,Open,9/30/2020
368-859930-2507-3-Y,Isaak,Husthwaite,Software,Access/Login,Issue,2 - Medium,14,0 - Unknown,Open,3/16/2020
935-779621-2016-7-D,Germain,Winch,Architecture,Hardware,Issue,3 - High,26,1 - Unsatisfied,Open,5/4/2020
608-901919-1168-8-P,Bambie,Amoss,Networking,Systems,Issue,1 - Low,9,0 - Unknown,Open,4/17/2020
562-148393-0738-7-A,Xerxes,Casazza,Architecture,Systems,Request,0 - Unassigned,15,1 - Unsatisfied,Open,4/5/2020
